id_comentario, num_cuenta, comentario,fecha_comen
2782,4620461,el cliente ha presentado una apelación a la resolución de la reclamación.,2024-10-28
2783,4620477,ingresos del cliente exceden el límite permitido.,2020-10-27
2784,4620487,solicitud recibida a través de la sucursal bancaria.,2024-10-29
2785,4620495,+2400 ingresos.,2020-10-28
2786,4620507,falta información adicional para confirmar la veracidad de los ingresos reportados.,2020-10-26
2787,4620510,los ingresos reportados no concuerdan con la documentación presentada.,2020-10-25
2788,4620557,ingresos inconsistentes. no cumple límite mínimo.,2024-10-27
2789,4620572,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-10-28
2790,4620574,el cliente ha solicitado una prórroga para la firma del contrato.,2024-10-28
2791,4620577,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-10-27
2792,4620581,ingresos no respaldados con documentación adecuada.,2024-10-30
2793,4620585,reverso,2020-10-30
2794,4620592,ingresos del cliente exceden el límite permitido.,2020-10-28
2795,4620599,el cliente no puede ser contactado.,2020-10-29
2796,4621165,CredInfo debe ser exportado,2020-10-26
2797,4621166,recibo por $6000 ingresos cargados por $8000.,2024-10-30
2798,4621168,se lo carga como segmento 4 por lo cual debe presentar recibo y servicio.,2020-10-27
2799,4621207,solicitud con scoring crediticio regular.,2020-10-27
2800,5000041,+1500 de ingresos,2024-10-27
2801,5000530,no hay teléfono particular cargado,2020-10-31
2802,5000810,+2400 de ingresos,2020-10-31
2803,5000910,+7800 de ingresos,2020-11-01
2804,5001670,se marca que si en CredInfo.,2020-10-30
2805,5002210,se requiere actualización de la información financiera.,2020-11-01
2806,5002291,ingresos del cliente exceden el límite permitido.,2020-11-01
2807,5003040,"+1700. no se soluciono, se pasa a 25 de nuevo.",2020-11-01
2808,5003360,+2100 de ingresos,2020-11-02
2809,5003541,+3400 de ingresos,2020-11-02
2810,5003720,no hay domicilio cargado,2020-11-03
2811,5003780,discrepancia en los ingresos declarados por el cliente.,2020-11-02
2812,5003820,+1740 de ingresos,2020-11-02
2813,5003831,ingresos no respaldados con documentación adecuada.,2020-10-31
2814,5003962,no hay domicilio cargado,2020-11-03
2815,5003980,+490 de ingresos,2020-11-03
2816,5004230,+1500 de ingresos,2024-10-30
2817,5004240,no tiene domicilio particular cargado.,2020-10-30
2818,5004273,no tiene domicilio particular cargado.,2020-10-30
2819,5004280,se calculo con un ingreso mayor que no corresponda.,2020-11-01
2820,5004310,+4200 de ingresos,2020-10-30
2821,5004331,+5500 de ingresos,2020-10-29
2822,5004510,sin domicilio particular,2020-11-03
2823,5004630,el recibo tiene hs extra. Se deben descontar o solicitar otro recibo para confirmar que sean parte de su sueldo.,2024-11-04
2824,5005080,ingresos no respaldados con documentación adecuada.,2020-11-04
2825,5005100,cliente con capacidad de pago adecuada.,2024-11-04
2826,5005181,solicitud de otro cliente,2020-11-02
2827,5005200,+1200 de ingresos. sin domicilio particular,2024-11-05
2828,5005210,+6000 de ingresos,2020-11-05
2829,5005240,+1400 de ingresos,2024-11-03
2830,5005650,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-11-01
2831,5005741,los ingresos reportados no concuerdan con la documentación presentada.,2020-10-31
2832,5005761,no se ve la firma en el escaneo,2020-11-05
2833,5005952,CredInfo incorrecto,2020-10-31
2834,5006050,+5800 de ingresos,2020-11-01
2835,5006060,+1100 de ingresos,2020-11-03
2836,5006120,+3900 de ingresos,2020-11-05
2837,5006300,+3300 de ingresos,2020-11-03
2838,5006330,solicitud en revisión por falta de información.,2024-11-04
2839,5006450,+2500 de ingresos,2024-11-06
2840,5006490,"existe una discrepancia entre los límites de crédito reportados y los reales en mis cuentas, lo que puede afectar mi utilización de crédito y, por ende, mi puntaje crediticio.",2020-11-01
2841,5006501,+1250 de ingresos,2020-11-05
2842,5006510,el cliente no cumple con los requisitos de edad.,2024-11-01
2843,5006520,+7600 de ingresos,2020-11-01
2844,5006531,"ingresos mal cargados, falta autorización. - Javier Martínez",2020-11-03
2845,5006580,el cliente no está satisfecho con la decisión final y ha acudido a la justicia.,2020-11-04
2846,5006581,+4500 de ingresos,2020-11-06
2847,5006670,+2500 de ingresos,2020-11-02
2848,5006680,+10500 de ingresos,2024-11-02
2849,5006690,ingresos del cliente exceden el límite permitido.,2020-11-05
2850,5006820,se requiere póliza de seguro contra daños a la propiedad.,2020-11-02
2851,5006900,ingresos no respaldados con documentación adecuada.,2024-11-05
2852,5006920,"ingresos mal cargados, falta autorización. - Sofía Rodríguez",2024-11-06
2853,5007290,discrepancia en los ingresos declarados por el cliente.,2024-11-04
2854,5007300,el cliente no está satisfecho con la respuesta y ha presentado una reclamación.,2024-11-07
2855,5007400,información de ingresos no respaldada adecuadamente.,2020-11-02
2856,5007500,inconsistencias detectadas en la declaración de ingresos.,2020-11-02
2857,5007540,la solicitud ha sido cancelada por el cliente.,2020-11-05
2858,5007962,no hay domicilio particular cargado,2020-11-07
2859,5008171,"no hay domicilio particular,teléfono particular ni código postal cargados",2020-11-04
2860,5008700,solicitud en espera de respuesta del cliente.,2024-11-07
2861,5009070,no esta la solicitud,2020-11-03
2862,5009250,"ingresos mal cargados, falta autorización. - Javier Martínez",2020-11-06
2863,5009500,"ingresos mal cargados, falta autorización. - Laura Fernández",2020-11-08
2864,5009690,se ha recibido una contra oferta de otro banco.,2020-11-07
2865,5009760,ingresos del cliente exceden el límite permitido.,2020-11-06
2866,5009920,"condiciones, solicitud y verificaciones de otro cliente",2020-11-06
2867,5010070,quedo en estado 31,2020-11-08
2868,5010121,+12100. se observa de nuevo porque no se soluciono,2020-11-08
2869,5010250,información de ingresos no respaldada adecuadamente.,2024-11-03
2870,5010270,información de ingresos no respaldada adecuadamente.,2020-11-05
2871,5010291,no se descontó el aguinaldo,2020-11-05
2872,5010422,falta información adicional para confirmar la veracidad de los ingresos reportados.,2024-11-07
2873,5010423,falta información adicional para confirmar la veracidad de los ingresos reportados.,2020-11-05
2874,5010481,los ingresos reportados no concuerdan con la documentación presentada.,2020-11-07
2875,5010510,+4300 de ingresos. se observa de nuevo ya que no se soluciono,2024-11-04
2876,5010525,se requiere verificación adicional de los ingresos declarados por el cliente.,2024-11-07
2877,5010542,se requiere una nueva evaluación crediticia del cliente.,2020-11-06
2878,5010571,pendiente autorización gerencia (correo rita adjunto).,2020-11-08
2879,5010621,los ingresos reportados no concuerdan con la documentación presentada.,2020-11-08
2880,5010770,el cliente tiene una solicitud pendiente en otra entidad financiera.,2020-11-06
2881,5010840,"ingresos mal cargados, falta autorización. - Sofía Rodriguez",2020-11-06
2882,5010921,se ha verificado la capacidad de pago del cliente.,2020-11-05
2883,5011090,la solicitud ha sido aprobada con condiciones.,2024-11-08
2884,5011220,incluye aguinaldo,2024-11-08
2885,5011281,solicitud aprobada de forma manual.,2020-11-08
2886,5011321,falta reverso. . se vuelve a observar ya que no se soluciono.,2020-11-08
2887,5011330,información de ingresos no respaldada adecuadamente.,2024-11-09
2888,5011350,solicitud recibida a través de un brker.,2024-11-07
2889,5011420,los ingresos reportados no concuerdan con la documentación presentada.,2020-11-05
2890,5011473,se observa de nuevo ya que no se soluciono,2020-11-06
2891,5011540,el cliente ha aceptado la decisión final.,2020-11-05
2892,5011541,información de ingresos no respaldada adecuadamente.,2020-11-08
2893,5011542,información de ingresos no respaldada adecuadamente.,2020-11-06
2894,5011610,"recibo de abril, crédito dado de alta en julio",2020-11-07
2895,5011633,ingresos del cliente exceden el límite permitido.,2020-11-10
2896,5011660,"ingresos mal cargados, falta autorización. -Sofía Rodríguez",2024-11-06
2897,5011711,falta reverso. se observa de nuevo ya que no se soluciono.,2020-11-06
2898,5011721,"ingresos mal cargados, falta autorización. - juan Rodríguez",2020-11-10
2899,5011730,ingresos del cliente exceden el límite permitido.,2024-11-08
2900,5011780,información de ingresos no respaldada adecuadamente.,2024-11-07
2901,5011820,información de ingresos no respaldada adecuadamente.,2020-11-10
2902,5011861,falta información adicional para confirmar la veracidad de los ingresos reportados.,2020-11-07
2903,5011927,falta documentación: no se recibí segunda quincena.,2020-11-10
2904,5012050,"ingresos mal cargados, falta autorización. - Ana García",2024-11-07
2905,5012130,discrepancia en los ingresos declarados por el cliente.,2020-11-08
2906,5012152,ingresos del cliente exceden el límite permitido.,2024-11-12
2907,5012161,ingresos no respaldados con documentación adecuada.,2020-11-11
2908,5012311,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-11-12
2909,5012430,los ingresos declarados no son consistentes con el perfil del cliente.,2020-11-07
2910,5012442,los ingresos reportados no concuerdan con la documentación presentada.,2024-11-12
2911,5012522,"solicitud incompleta, se requiere información adicional.",2020-11-09
2912,5012530,falta información adicional para confirmar la veracidad de los ingresos reportados.,2020-11-11
2913,5012580,"no se cargan domicilio particular, código postal, localidad y teléfono particular",2020-11-10
2914,5012600,el cliente ha firmado el contrato y la solicitud ha sido aprobada.,2020-11-10
2915,5012662,+620. se vuelve a observar.,2020-11-12
2916,5012708,cliente con experiencia en el manejo de créditos.,2020-11-10
2917,5012720,se requiere estudio de mercado para el proyecto solicitado.,2020-11-08
2918,5012741,"ingresos mal cargados, falta autorización. - Javier Martínez",2024-11-10
2919,5012770,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-11-09
2920,5012786,+1000. se observa de nuevo porque no se soluciono,2020-11-10
2921,5012810,"CredInfo no es exportado, no se firman las verificaciones se observa de nuevo por lo mismo ya que no se soluciono",2020-11-11
2922,5012842,se descuenta mal el aguinaldo,2024-11-08
2923,5012870,la propiedad no se encuentra en buen estado.,2020-11-11
2924,5012890,ingresos del cliente exceden el límite permitido.,2020-11-08
2925,5012891,"ingresos mal cargados, falta autorización. -Sofía Rodríguez",2020-11-12
2926,5012908,el cliente ha aceptado la respuesta.,2020-11-10
2927,5012912,"ingresos mal cargados, falta autorización. - Laura Fernández",2020-11-09
2928,5012970,incongruencia con ingresos previos. requiere aclaración.,2020-11-11
2929,5013002,los ingresos declarados no son consistentes con el perfil del cliente.,2024-11-09
2930,5013003,se ha recibido una contraoferta de otro banco.,2020-11-09
2931,5013022,los ingresos reportados no concuerdan con la documentación presentada.,2024-11-09
2932,5013031,ingresos no respaldados con documentación adecuada.,2024-11-09
2933,5013042,solicitud en espera de la aprobación del comité de crédito.,2020-11-09
2934,5013102,ingresos del cliente exceden el límite permitido.,2020-11-13
2935,5013110,+1300. se observa de nuevo porque no se soluciono,2024-11-13
2936,5013140,se requiere verificación adicional de los ingresos declarados por el cliente.,2024-11-14
2937,5013165,la falta de actualización de la información de contacto en mi legajo crediticio dificulta la comunicación con las agencias de crédito y la resolución de problemas relacionados con mi historial.,2020-11-13
2938,5013166,"ingresos mal cargados, falta autorización. - Ana García",2024-11-09
2939,5013190,se cargo mas de lo que dice el recibo,2020-11-13
2940,5013216,se ha dado respuesta a la queja del cliente.,2020-11-12
2941,5013219,recibo con aguinaldo,2020-11-09
2942,5013281,inconsistencias detectadas en la declaración de ingresos.,2020-11-13
2943,5013316,se vuelve a observar ya que no se digitalizaron las condiciones firmadas,2020-11-13
2944,5013330,los ingresos declarados no son consistentes con el perfil del cliente.,2020-11-09
2945,5013332,fuerzas de seguridad con limite de $43000,2020-11-13
2946,5013344,legajo en estado 20 pero se recibió. pasar de estado,2020-11-09
2947,5013390,"se han reportado incorrectamente eventos de morosidad que ya han sido solucionados y pagados, lo que afecta negativamente mi credibilidad como prestatario responsable.",2020-11-09
2948,5013461,falta información adicional para confirmar la veracidad de los ingresos reportados.,2024-11-11
2949,5013470,fuerza de seguridad con limite de $36000,2024-11-11
2950,5013490,"ingresos mal cargados, falta autorización. - María Sánchez",2024-11-11
2951,5013501,inconsistencia entre los ingresos declarados y los comprobantes.,2024-11-11
2952,5013515,inconsistencias detectadas en la declaración de ingresos.,2020-11-15
2953,5013524,el cliente tiene una solicitud pendiente en otra entidad financiera.,2024-11-13
2954,5013531,se requiere verificación adicional de los ingresos declarados por el cliente.,2024-11-15
2955,5013560,"ingresos mal cargados, falta autorización. - Carlos González",2024-11-11
2956,5013620,no se ve la firma en el escaneo,2020-11-14
2957,5013630,"solicitud con errores, se requiere corregir la información.",2020-11-12
2958,5013760,DNI de otro cliente,2020-11-10
2959,5014032,el codeudor no tiene la capacidad de endeudamiento suficiente.,2020-11-12
2960,5014310,solicitud en revisión por inconsistencia en ingresos.,2020-11-10
2961,5014420,solicitud aprobada en base a las condiciones estándar,2020-11-13
2962,5014471,se requiere la aprobación del comité de crédito para la solicitud.,2020-11-12
2963,5014574,+4800. verificaciones incompletas,2020-11-13
2964,5014580,"ingresos mal cargados, falta autorización. - Ana García",2020-11-16
2965,5014641,verificaciones incompletas,2020-11-14
2966,5014681,CredInfo debe ser exportado,2020-11-16
2967,5014701,"ingresos mal cargados, falta autorización. - Ana García",2020-11-14
2968,5014703,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-11-12
2969,5014734,se pasa a estado 25 por error,2020-11-16
2970,5014817,+1700 y no tiene tel cargado,2020-11-13
2971,5014821,"no se cargan domicilio particular, código postal, localidad y teléfono particular. el CredInfo debe ser exportado",2024-11-16
2972,5014872,el cliente ha aceptado la respuesta.,2020-11-12
2973,5014881,el cliente no está satisfecho con la decisión final y ha acudido a la justicia.,2020-11-16
2974,5014971,también falta la solicitud,2020-11-14
2975,5015180,"+900 de ingresos. faltan las condiciones, la solicitud y las verificaciones telefónicas",2020-11-12
2976,5015232,CredInfo debe ser exportado,2020-11-12
2977,5015252,se requiere carta de despido del empleador anterior.,2020-11-12
2978,5015270,se marca que presenta recibo en CredInfo,2020-11-16
2979,5015291,el cliente no está satisfecho con la respuesta y ha presentado una reclamación.,2020-11-12
2980,5015302,"ingresos mal cargados, falta autorización. - Sofía Rodríguez",2020-11-14
2981,5015330,diferencia entre ingresos y recibo de sueldo,2020-11-16
2982,5015332,discrepancia en los ingresos declarados por el cliente.,2020-11-13
2983,5015341,incongruencia con ingresos previos. requiere aclaración,2024-11-15
2984,5015342,el cliente no está satisfecho con la respuesta y ha presentado una reclamación.,2020-11-12
2985,5015372,solicitud en revisión por inconsistencia en ingresos.,2024-11-17
2986,5015452,información de ingresos no respaldada adecuadamente.,2020-11-15
2987,5015453,se ha desembolsado el crédito al cliente.,2020-11-15
2988,5015514,no tiene tel cargado,2020-11-14
2989,5015560,el cliente tiene una morosidad en su historial crediticio.,2024-11-16
2990,5015625,+6700 de diferencia con el recibo de sueldo. se observa de nuevo ya que no se soluciono,2020-11-14
2991,5015640,el cliente no cumple con los requisitos de edad.,2020-11-17
2992,5015790,cliente con comportamiento crediticio irregular.,2020-11-16
2993,5015802,ingresos verificados. solicitud aprobada.,2020-11-12
2994,5015870,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-11-13
2995,5015880,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-11-15
2996,5015924,+200 de diferencia con el recibo. se observa de nuevo ya que no se soluciono,2024-11-13
2997,5015981,se requiere carta de no adeudo de la entidad financiera anterior.,2024-11-16
2998,5016022,diferencia con el recibo de sueldo,2020-11-18
2999,5016043,el cliente no está satisfecho con la respuesta y ha presentado una reclamación.,2020-11-13
3000,5016120,los ingresos reportados no concuerdan con la documentación presentada.,2024-11-17
3001,5016157,incongruencia entre la antigüedad laboral declarada y la comprobable.,2020-11-18
3002,5016232,el codeudor no cumple con los requisitos de ingresos mínimos.,2020-11-18
3003,5016270,se ha contactado al cliente por teléfono para obtener información adicional.,2020-11-16
3004,5016330,"ingresos mal cargados, falta autorización. - Laura Fernández",2020-11-16
3005,5016420,diferencia entre ingresos y recibo de sueldo,2020-11-14
3006,5016476,ingresos del cliente exceden el límite permitido.,2024-11-17
3007,5016541,se requiere estudio de mercado para el proyecto solicitado.,2020-11-18
3008,5016573,se requiere información adicional sobre la fuente de ingresos.,2020-11-19
3009,5016630,cliente sin experiencia en el manejo de créditos.,2024-11-16
3010,5016711,cliente no cumple con los requisitos de antigüedad laboral.,2020-11-16
3011,5016808,"ingresos mal cargados, falta autorización. - Ana García",2020-11-17
3012,5016833,tiene hs extra,2020-11-16
3013,5016838,CredInfo no es exportado,2020-11-17
3014,5016880,"ingresos mal cargados, falta autorización. - Carlos González",2020-11-16
3015,5016990,ingresos no respaldados con documentación adecuada. -,2020-11-17
3016,5017052,incongruencia entre la antigüedad laboral declarada y la comprobable.,2024-11-17
3017,5017064,solicitud aprobada con condiciones especiales.,2020-11-16
3018,5017085,+8600 de ingresos y CredInfo no es exportado,2020-11-15
3019,5017151,"ingresos mal cargados, falta autorización. - juan prez",2020-11-17
3020,5017162,cliente con capacidad de pago limitada.,2020-11-15
3021,5017190,la inclusión de cuentas conjuntas o autorizadas sin mi consentimiento o conocimiento es un error grave que debe corregirse para garantizar la precisión de mi historial crediticio.,2020-11-18
3022,5017213,los ingresos declarados no son consistentes con el perfil del cliente.,2020-11-20
3023,5017224,se ha realizado una gestión de cobranza al cliente.,2020-11-15
3024,5017227,se ha modificado el contrato de acuerdo a las solicitudes del cliente.,2024-11-20
3025,5017315,"ingresos mal cargados, falta autorización. - juan prez",2024-11-19
3026,5017372,inconsistencias detectadas en la declaración de ingresos.,2020-11-17
3027,5017402,los ingresos declarados no son consistentes con el perfil del cliente.,2024-11-17
3028,5017423,ingresos no respaldados con documentación adecuada.,2020-11-21
3029,5017451,los ingresos reportados no concuerdan con la documentación presentada.,2024-11-20
3030,5017464,los ingresos reportados no concuerdan con la documentación presentada.,2024-11-21
3031,5017482,recibo con aguinaldo,2020-11-20
3032,5017484,se requiere aval adicional para la solicitud.,2024-11-16
3033,5017494,información de ingresos no respaldada adecuadamente.,2024-11-20
3034,5017501,"solicitud duplicada, se ha eliminado la copia.",2020-11-18
3035,5017521,discrepancia en los ingresos declarados por el cliente.,2024-11-16
3036,5017530,discrepancia en los ingresos declarados por el cliente.,2020-11-17
3037,5017571,se requiere análisis de sensibilidad del proyecto solicitado.,2020-11-16
3038,5017582,falta información adicional para confirmar la veracidad de los ingresos reportados.,2020-11-18
3039,5017605,no tiene numero la dirección,2020-11-18
3040,5017654,+400. se observa por cuarta vez ya que no se soluciono,2020-11-18
3041,5017856,se está siguiendo el proceso judicial.,2020-11-18
3042,5017881,recibo con aguinaldo,2020-11-20
3043,5017886,+1200 de ingresos. falta reverso de DNI,2020-11-17
3044,5017890,se paso a estado 25 por error,2020-11-19
3045,5017941,"solo tiene firma, no hay aclaración ni documento.",2020-11-20
3046,5018161,los ingresos reportados no concuerdan con la documentación presentada.,2024-11-20
3047,5018360,se requiere verificación adicional de los ingresos declarados por el cliente.,2024-11-20
3048,5018412,"el historial de pagos muestra inconsistencias en las fechas de vencimiento y los pagos realizados, lo que dificulta la evaluación de mi comportamiento crediticio y mi capacidad para manejar nuevas deudas.",2020-11-22
3049,5018450,no se ve la firma en el escaneo,2020-11-22
3050,5018560,discrepancia en los ingresos declarados por el cliente.,2020-11-22
3051,5018672,no se ve la firma en el escaneo,2020-11-22
3052,5018834,"ingresos mal cargados, falta autorización. - Javier Martínez",2024-11-22
3053,5018901,la propiedad tiene gravámenes o hipotecas.,2020-11-20
3054,5018970,inconsistencias detectadas en la declaración de ingresos. - Ana García,2024-11-21
3055,5018982,ingresos no respaldados con documentación adecuada.,2020-11-18
3056,5019014,se ha realizado un cambio en las condiciones del crédito.,2024-11-21
3057,5019019,falta de detalle en los gastos declarados.,2024-11-24
3058,5019072,falta información adicional para confirmar la veracidad de los ingresos reportados.,2020-11-24
3059,5019081,se requiere carta de no adeudo de la entidad financiera anterior.,2024-11-20
3060,5019090,"ingresos mal cargados, falta autorización. - Sofía Rodríguez",2020-11-23
3061,5019180,discrepancia en los ingresos declarados por el cliente.,2020-11-19
3062,5019203,información de ingresos no respaldada adecuadamente.,2024-11-24
3063,5019204,ingresos no respaldados con documentación adecuada.,2020-11-21
3064,5019396,el cliente tiene una calificación crediticia bajó .,2020-11-20
3065,5019420,se requiere verificación adicional de los ingresos declarados por el cliente.,2024-11-19
3066,5019421,no esta finalizado,2020-11-20
3067,5019480,información de ingresos no respaldada adecuadamente.,2024-11-22
3068,5019502,se está investigando la reclamación del cliente.,2020-11-20
3069,5019560,los ingresos reportados no concuerdan con la documentación presentada.,2020-11-23
3070,5019642,no llego el físico,2020-11-24
3071,5019651,la firma a ruego debe estar en las condiciones también y no solo en el pagare.,2020-11-24
3072,5019671,falta información adicional para confirmar la veracidad de los ingresos reportados.,2020-11-20
3073,5019712,se está revisando la apelación del cliente.,2024-11-23
3074,5019722,información de ingresos no respaldada adecuadamente.,2020-11-25
3075,5019781,+5500. se observa de nuevo ya que no se soluciono.,2024-11-24
3076,5019921,"ingresos mal cargados, falta autorización. - Javier Martínez",2024-11-21
3077,5019971,"no tiene domicilio, localidad, teléfono particular ni código postal",2024-11-25
3078,5020010,se está investigando la reclamación del cliente.,2024-11-22
3079,5020011,no se escaneo el recibo,2020-11-24
3080,5020171,CredInfo debe ser exportado,2020-11-21
3081,5020200,ingresos del cliente exceden el límite permitido.,2024-11-23
3082,5020211,el recibo presenta hs extra,2020-11-24
3083,5020262,recibo y solicitud sin digitalizar,2020-11-26
3084,5020301,información de ingresos no respaldada adecuadamente.,2020-11-27
3085,5020310,los ingresos reportados no concuerdan con la documentación presentada.,2020-11-26
3086,5020360,(+9500),2020-11-27
3087,5020370,falta información adicional para confirmar la veracidad de los ingresos reportados.,2024-11-22
3088,5020431,+20500. se observa de nuevo ya que no se soluciono.,2020-11-25
3089,5020522,"no se descontó el aguinaldo y no se cargo domicilio, localidad, código postal, y teléfono particular",2020-11-25
3090,5020642,discrepancia en los ingresos declarados por el cliente.,2020-11-27
3091,5020662,se está siguiendo el proceso judicial.,2020-11-27
3092,5020691,"ingresos mal cargados, falta autorización. - juan Rodríguez",2020-11-24
3093,5020744,cliente con perfil de riesgo alto.,2024-11-22
3094,5020770,recibo con hs extra,2020-11-23
3095,5020800,+5500. se observa de nuevo porque no se soluciono.,2020-11-23
3096,5020840,se requiere actualización de la información financiera.,2024-11-25
3097,5020844,falta información adicional para confirmar la veracidad de los ingresos reportados.,2024-11-22
3098,5020870,información de ingresos no respaldada adecuadamente.,2020-11-28
3099,5020930,ingresos del cliente exceden el límite permitido. - rita alonso,2020-11-25
3100,5020992,falta información adicional para confirmar la veracidad de los ingresos reportados.,2024-11-24
3101,5021060,ingresos del cliente exceden el límite permitido.,2024-11-25
3102,5021100,diferencia con el recibo de sueldo,2020-11-24
3103,5021110,+3900. se vuelve a observar porque no se soluciono.,2020-11-26
3104,5021140,ingresos no respaldados con documentación adecuada.,2020-11-25
3105,5021341,los ingresos reportados no concuerdan con la documentación presentada. - Sofía Rodriguez,2020-11-28
3106,5021464,se marca que presenta recibo en CredInfo,2020-11-26
3107,5021491,el cliente no ha firmado la solicitud.,2020-11-25
3108,5021495,"ingresos mal cargados, falta autorización. - Ana García",2024-11-26
3109,5021540,"no se cargo domicilio, localidad, código postal, y teléfono particular",2020-11-28
3110,5021710,"+8000. no se soluciono, se pasa a 25 de nuevo.",2020-11-25
3111,5021831,se requiere carta de despido del empleador anterior.,2020-11-25
3112,5022070,se ha enviado  el contrato firmado al cliente para su revisión.,2020-11-24
3113,5022210,"ingresos mal cargados, falta autorización. - Ana García",2024-11-25
3114,5022283,se requiere verificación adicional de los ingresos declarados por el cliente.,2024-11-26
3115,5022316,ingresos verificados. solicitud aprobada.,2020-11-27
3116,5022320,solicitud rechazada por no cumplir con los requisitos.,2020-11-29
3117,5022354,falta información adicional para confirmar la veracidad de los ingresos reportados.,2020-11-27
3118,5022361,ingresos del cliente exceden el límite permitido.,2024-11-30
3119,5022591,se requiere plan de pagos para la deuda pendiente.,2020-11-30
3120,5022811,se ha recibido una contraoferta de otro banco.,2020-12-01
3121,5022841,los ingresos declarados no son consistentes con el perfil del cliente.,2020-11-27
3122,5022850,discrepancia en los ingresos declarados por el cliente.,2020-12-01
3123,5022890,ingresos del cliente exceden el límite permitido. - rita alonso,2020-11-30
3124,5022912,información de ingresos no respaldada adecuadamente.,2020-11-29
3125,5022922,se ha realizado el primer pago de la cuota del crédito.,2024-12-01
3126,5023043,incongruencia entre la información proporcionada y la verificada.,2020-11-27
3127,5023050,correo: 20-08-2016. 11-10-2016,2020-11-28
3128,5023262,la propiedad tiene gravámenes o hipotecas.,2020-11-26
3129,5023291,información de ingresos no respaldada adecuadamente.,2020-11-29
3130,5023300,los ingresos reportados no concuerdan con la documentación presentada.,2020-11-29
3131,5023411,diferencia con el recibo de sueldo,2020-11-26
3132,5023454,los ingresos reportados no concuerdan con la documentación presentada.,2020-11-28
3133,5023470,"CredInfo debe ser exportado. no se soluciono, se pasa a 25 de nuevo.",2020-11-27
3134,5023500,no hay firma en el visto original,2020-12-01
3135,5023650,el recibo de pago no permite ver los datos del cliente,2020-11-28
3136,5023713,limpieza,2024-12-03
3137,5023720,el cliente ha firmado el contrato y la solicitud ha sido aprobada.,2020-12-03
3138,5023722,se ha realizado una visita al domicilio del cliente para verificar la información.,2024-12-02
3139,5023850,se observa de nuevo. CredInfo debe ser exportado,2020-12-02
3140,5023900,los ingresos reportados no concuerdan con la documentación presentada.,2024-12-01
3141,5023961,ingresos del cliente exceden el límite permitido.,2020-12-02
3142,5023980,cliente con ingresos estables.,2020-12-03
3143,5024020,discrepancia en los ingresos declarados por el cliente.,2020-11-30
3144,5024032,ingresos no respaldados con documentación adecuada.,2020-12-03
3145,5024270,"ingresos mal cargados, falta autorización. - Germán Varela",2020-11-30
3146,5024344,ingresos no respaldados con documentación adecuada.,2020-12-03
3147,5024464,ingresos no respaldados con documentación adecuada.,2020-11-30
3148,5024493,el codeudor no tiene un historial crediticio favorable.,2024-12-04
3149,5024595,inconsistencias detectadas en la declaración de ingresos.,2020-12-05
3150,5024623,la solicitud no está completa.,2024-12-04
3151,5024630,ingresos no respaldados con documentación adecuada.,2024-12-04
3152,5024713,solicitud en proceso de validación de datos.,2020-12-04
3153,5024784,los ingresos reportados no concuerdan con la documentación presentada.,2020-12-04
3154,5024800,se está siguiendo el proceso judicial.,2024-12-05
3155,5024920,la solicitud ha sido aprobada con condiciones.,2024-12-02
3156,5024932,1 mes de radicación +3100 de ingresos,2020-12-02
3157,5024962,se requiere verificación adicional de los ingresos declarados por el cliente.,2020-12-02
3158,5025020,"ingresos mal cargados, falta autorización. - Laura Fernández",2024-12-05
3159,5025043,se requiere verificación adicional de los ingresos declarados por el cliente.,2024-12-05
3160,5025071,los ingresos declarados no son consistentes con el perfil del cliente.,2024-12-03
3161,5025080,el cliente ha solicitado una prorroga para la firma del contrato.,2020-12-01
3162,5025090,"no se arregló, se cambia el ingreso a 5000",2020-12-05
3163,5025100,"ingresos mal cargados, falta autorización. - marcos prez",2020-12-05
3164,5025251,el cliente se encuentra al da con los pagos del crédito.,2020-12-02
3165,5025323,diferencia con el recibo de sueldo.,2024-12-01
3166,5025372,falta digitalizar,2020-12-05
3167,5025380,se ha enviado  una carta al cliente informando sobre el estado de la reclamación.,2020-12-03
3168,5025393,falta el reverso,2020-12-01
3169,5025451,información de ingresos no respaldada adecuadamente.,2020-12-01
3170,5025690,"ingresos mal cargados, falta autorización. - Alejandro López",2020-12-05
3171,5025730,se cargo un recibo de sac y uno de segunda quincena de julio. no corresponden los ingresos cargados,2020-12-04
3172,5025761,falta el frente,2020-12-02
3173,5025782,la solicitud ha sido aprobada con condiciones.,2020-12-05
3174,5025801,recibo con aguinaldo,2020-12-04
3175,5025861,información de ingresos no respaldada adecuadamente.,2024-12-07
3176,5025924,discrepancia en los ingresos declarados por el cliente.,2020-12-02
3177,5026001,se observa de nuevo ya que no se soluciono.,2020-12-03
3178,5026011,ingresos del cliente exceden el límite permitido.,2024-12-07
3179,5026032,la propiedad utilizada como garantía no tiene el valor suficiente.,2020-12-05
3180,5026040,se ha enviado  un correo electrónico al cliente con instrucciones.,2020-12-07
